Driver,LapNumber,LapTimeSeconds,Compound,Stint,IsPitIn,IsPitOut
SAI,35.0,88.22,HARD,2.0,False,False
SAI,36.0,88.367,HARD,2.0,False,False
SAI,37.0,88.202,HARD,2.0,False,False
SAI,38.0,88.103,HARD,2.0,False,False
SAI,39.0,87.924,HARD,2.0,False,False
SAI,40.0,88.662,HARD,2.0,False,False
SAI,41.0,88.032,HARD,2.0,False,False
SAI,42.0,88.255,HARD,2.0,False,False
SAI,43.0,87.854,HARD,2.0,False,False
SAI,44.0,88.148,HARD,2.0,False,False
SAI,45.0,88.331,HARD,2.0,False,False
SAI,46.0,88.682,HARD,2.0,False,False
SAI,47.0,88.404,HARD,2.0,False,False
SAI,48.0,88.144,HARD,2.0,False,False
SAI,49.0,87.871,HARD,2.0,False,False
SAI,50.0,87.885,HARD,2.0,False,False
SAI,51.0,88.476,HARD,2.0,False,False
SAI,52.0,88.266,HARD,2.0,False,False
SAI,53.0,88.297,HARD,2.0,False,False
SAI,54.0,88.183,HARD,2.0,False,False
SAI,55.0,87.765,HARD,2.0,False,False
SAI,56.0,87.825,HARD,2.0,False,False
SAI,57.0,87.851,HARD,2.0,False,False
SAI,58.0,88.031,HARD,2.0,False,False
DOO,1.0,101.564,MEDIUM,1.0,False,False
DOO,2.0,120.814,MEDIUM,1.0,False,False
DOO,3.0,96.802,MEDIUM,1.0,False,False
DOO,4.0,90.198,MEDIUM,1.0,False,False
DOO,5.0,90.457,MEDIUM,1.0,False,False
DOO,6.0,90.503,MEDIUM,1.0,False,False
DOO,7.0,90.775,MEDIUM,1.0,False,False
DOO,8.0,90.952,MEDIUM,1.0,False,False
DOO,9.0,90.96,MEDIUM,1.0,False,False
DOO,10.0,91.054,MEDIUM,1.0,False,False
DOO,11.0,90.825,MEDIUM,1.0,False,False
DOO,12.0,90.859,MEDIUM,1.0,False,False
DOO,13.0,90.584,MEDIUM,1.0,False,False
DOO,14.0,90.61,MEDIUM,1.0,False,False
DOO,15.0,92.119,MEDIUM,1.0,False,False
DOO,16.0,91.1,MEDIUM,1.0,False,False
DOO,17.0,91.563,MEDIUM,1.0,False,False
DOO,18.0,90.964,MEDIUM,1.0,False,False
DOO,19.0,90.902,MEDIUM,1.0,False,False
DOO,20.0,90.94,MEDIUM,1.0,False,False
DOO,21.0,90.92,MEDIUM,1.0,False,False
DOO,22.0,93.037,MEDIUM,1.0,True,False
DOO,23.0,110.994,HARD,2.0,False,True
DOO,24.0,89.815,HARD,2.0,False,False
DOO,25.0,89.949,HARD,2.0,False,False
DOO,26.0,90.411,HARD,2.0,False,False
DOO,27.0,90.173,HARD,2.0,False,False
DOO,28.0,90.089,HARD,2.0,False,False
DOO,29.0,90.212,HARD,2.0,False,False
DOO,30.0,90.119,HARD,2.0,False,False
DOO,31.0,90.072,HARD,2.0,False,False
DOO,32.0,90.404,HARD,2.0,False,False
DOO,33.0,90.131,HARD,2.0,False,False
DOO,34.0,90.025,HARD,2.0,False,False
DOO,35.0,89.713,HARD,2.0,False,False
DOO,36.0,89.449,HARD,2.0,False,False
DOO,37.0,89.495,HARD,2.0,False,False
DOO,38.0,89.501,HARD,2.0,False,False
DOO,39.0,90.663,HARD,2.0,False,False
DOO,40.0,90.987,HARD,2.0,False,False
DOO,41.0,90.023,HARD,2.0,False,False
DOO,42.0,89.592,HARD,2.0,False,False
DOO,43.0,91.232,HARD,2.0,False,False
DOO,44.0,89.753,HARD,2.0,False,False
DOO,45.0,89.493,HARD,2.0,False,False
DOO,46.0,92.136,HARD,2.0,False,False
DOO,47.0,89.753,HARD,2.0,False,False
DOO,48.0,89.454,HARD,2.0,False,False
DOO,49.0,89.617,HARD,2.0,False,False
DOO,50.0,90.537,HARD,2.0,False,False
DOO,51.0,90.38,HARD,2.0,False,False
DOO,52.0,89.582,HARD,2.0,False,False
DOO,53.0,89.717,HARD,2.0,False,False
DOO,54.0,89.539,HARD,2.0,False,False
DOO,55.0,89.647,HARD,2.0,False,False
DOO,56.0,89.121,HARD,2.0,False,False
DOO,57.0,89.566,HARD,2.0,False,False
RUS,1.0,94.679,MEDIUM,1.0,False,False
RUS,2.0,109.838,MEDIUM,1.0,False,False
RUS,3.0,102.811,MEDIUM,1.0,False,False
RUS,4.0,89.488,MEDIUM,1.0,False,False
RUS,5.0,89.796,MEDIUM,1.0,False,False
RUS,6.0,89.791,MEDIUM,1.0,False,False
RUS,7.0,89.738,MEDIUM,1.0,False,False
RUS,8.0,89.988,MEDIUM,1.0,False,False
RUS,9.0,89.816,MEDIUM,1.0,False,False
RUS,10.0,90.056,MEDIUM,1.0,False,False
RUS,11.0,90.055,MEDIUM,1.0,False,False
RUS,12.0,90.038,MEDIUM,1.0,False,False
RUS,13.0,90.08,MEDIUM,1.0,False,False
RUS,14.0,89.967,MEDIUM,1.0,False,False
RUS,15.0,90.094,MEDIUM,1.0,False,False
RUS,16.0,89.795,MEDIUM,1.0,False,False
RUS,17.0,89.766,MEDIUM,1.0,False,False
RUS,18.0,89.919,MEDIUM,1.0,False,False
RUS,19.0,89.857,MEDIUM,1.0,False,False
RUS,20.0,89.903,MEDIUM,1.0,False,False
RUS,21.0,90.368,MEDIUM,1.0,False,False
RUS,22.0,89.896,MEDIUM,1.0,False,False
RUS,23.0,90.295,MEDIUM,1.0,False,False
RUS,24.0,89.922,MEDIUM,1.0,False,False
RUS,25.0,89.945,MEDIUM,1.0,False,False
RUS,26.0,92.057,MEDIUM,1.0,True,False
RUS,27.0,108.853,HARD,2.0,False,True
RUS,28.0,88.47,HARD,2.0,False,False
RUS,29.0,88.48,HARD,2.0,False,False
RUS,30.0,88.35,HARD,2.0,False,False
RUS,31.0,88.981,HARD,2.0,False,False
RUS,32.0,88.447,HARD,2.0,False,False
RUS,33.0,88.611,HARD,2.0,False,False
RUS,34.0,88.373,HARD,2.0,False,False
RUS,35.0,88.473,HARD,2.0,False,False
RUS,36.0,88.501,HARD,2.0,False,False
RUS,37.0,88.498,HARD,2.0,False,False
RUS,38.0,88.463,HARD,2.0,False,False
RUS,39.0,88.329,HARD,2.0,False,False
RUS,40.0,88.454,HARD,2.0,False,False
RUS,41.0,88.677,HARD,2.0,False,False
RUS,42.0,88.438,HARD,2.0,False,False
RUS,43.0,88.329,HARD,2.0,False,False
RUS,44.0,88.436,HARD,2.0,False,False
RUS,45.0,88.709,HARD,2.0,False,False
RUS,46.0,88.549,HARD,2.0,False,False
RUS,47.0,88.836,HARD,2.0,False,False
RUS,48.0,88.505,HARD,2.0,False,False
RUS,49.0,88.42,HARD,2.0,False,False
RUS,50.0,88.623,HARD,2.0,False,False
RUS,51.0,88.25,HARD,2.0,False,False
RUS,52.0,88.394,HARD,2.0,False,False
RUS,53.0,88.687,HARD,2.0,False,False
RUS,54.0,88.38,HARD,2.0,False,False
RUS,55.0,88.361,HARD,2.0,False,False
RUS,56.0,88.195,HARD,2.0,False,False
RUS,57.0,88.207,HARD,2.0,False,False
RUS,58.0,89.592,HARD,2.0,False,False
BOT,1.0,100.183,MEDIUM,1.0,False,False
BOT,2.0,117.544,MEDIUM,1.0,False,False
BOT,3.0,98.101,MEDIUM,1.0,False,False
BOT,4.0,89.944,MEDIUM,1.0,False,False
BOT,5.0,90.474,MEDIUM,1.0,False,False
BOT,6.0,93.388,MEDIUM,1.0,True,False
BOT,7.0,130.132,HARD,2.0,False,True
BOT,8.0,89.597,HARD,2.0,False,False
BOT,9.0,89.903,HARD,2.0,False,False
BOT,10.0,89.838,HARD,2.0,False,False
BOT,11.0,89.893,HARD,2.0,False,False
BOT,12.0,89.883,HARD,2.0,False,False
BOT,13.0,89.812,HARD,2.0,False,False
BOT,14.0,89.482,HARD,2.0,False,False
BOT,15.0,89.572,HARD,2.0,False,False
BOT,16.0,89.582,HARD,2.0,False,False
BOT,17.0,89.819,HARD,2.0,False,False
BOT,18.0,89.68,HARD,2.0,False,False
BOT,19.0,90.046,HARD,2.0,False,False
BOT,20.0,90.103,HARD,2.0,False,False
BOT,21.0,89.823,HARD,2.0,False,False
BOT,22.0,90.476,HARD,2.0,False,False
BOT,23.0,90.799,HARD,2.0,False,False
BOT,24.0,90.673,HARD,2.0,False,False
BOT,25.0,91.52,HARD,2.0,False,False
BOT,26.0,91.252,HARD,2.0,False,False
BOT,27.0,90.814,HARD,2.0,False,False
BOT,28.0,90.702,HARD,2.0,False,False
BOT,29.0,90.691,HARD,2.0,False,False
BOT,30.0,143.554,HARD,2.0,True,False
PIA,1.0,103.757,MEDIUM,1.0,False,False
PIA,2.0,121.916,MEDIUM,1.0,False,False
PIA,3.0,94.86,MEDIUM,1.0,False,False
PIA,4.0,92.201,MEDIUM,1.0,True,False
PIA,5.0,110.887,HARD,2.0,False,True
PIA,6.0,88.95,HARD,2.0,False,False
PIA,7.0,89.152,HARD,2.0,False,False
PIA,8.0,89.482,HARD,2.0,False,False
PIA,9.0,89.553,HARD,2.0,False,False
PIA,10.0,89.669,HARD,2.0,False,False
PIA,11.0,89.317,HARD,2.0,False,False
PIA,12.0,89.841,HARD,2.0,False,False
PIA,13.0,89.567,HARD,2.0,False,False
PIA,14.0,89.319,HARD,2.0,False,False
PIA,15.0,89.895,HARD,2.0,False,False
PIA,16.0,89.904,HARD,2.0,False,False
PIA,17.0,89.659,HARD,2.0,False,False
PIA,18.0,89.607,HARD,2.0,False,False
PIA,19.0,90.058,HARD,2.0,False,False
PIA,20.0,90.191,HARD,2.0,False,False
PIA,21.0,90.277,HARD,2.0,False,False
PIA,22.0,90.173,HARD,2.0,False,False
PIA,23.0,89.661,HARD,2.0,False,False
PIA,24.0,89.79,HARD,2.0,False,False
PIA,25.0,89.894,HARD,2.0,False,False
PIA,26.0,89.669,HARD,2.0,False,False
PIA,27.0,89.631,HARD,2.0,False,False
PIA,28.0,90.036,HARD,2.0,False,False
PIA,29.0,89.735,HARD,2.0,False,False
PIA,30.0,89.907,HARD,2.0,False,False
PIA,31.0,90.169,HARD,2.0,False,False
PIA,32.0,91.627,HARD,2.0,True,False
PIA,33.0,120.448,HARD,3.0,False,True
PIA,34.0,88.576,HARD,3.0,False,False
PIA,35.0,88.193,HARD,3.0,False,False
PIA,36.0,87.931,HARD,3.0,False,False
PIA,37.0,88.469,HARD,3.0,False,False
PIA,38.0,88.238,HARD,3.0,False,False
PIA,39.0,88.206,HARD,3.0,False,False
PIA,40.0,88.325,HARD,3.0,False,False
PIA,41.0,88.112,HARD,3.0,False,False
PIA,42.0,88.067,HARD,3.0,False,False
PIA,43.0,88.052,HARD,3.0,False,False
PIA,44.0,88.497,HARD,3.0,False,False
PIA,45.0,90.015,HARD,3.0,False,False
PIA,46.0,89.677,HARD,3.0,False,False
PIA,47.0,89.671,HARD,3.0,False,False
PIA,48.0,88.407,HARD,3.0,False,False
PIA,49.0,87.928,HARD,3.0,False,False
PIA,50.0,87.705,HARD,3.0,False,False
PIA,51.0,87.69,HARD,3.0,False,False
PIA,52.0,88.491,HARD,3.0,False,False
PIA,53.0,88.168,HARD,3.0,False,False
PIA,54.0,87.731,HARD,3.0,False,False
PIA,55.0,87.781,HARD,3.0,False,False
PIA,56.0,87.816,HARD,3.0,False,False
PIA,57.0,88.554,HARD,3.0,False,False
PIA,58.0,88.01,HARD,3.0,False,False
